sentiment,content
0,xo_nessa hiyaaa hannah ask want come girl aloud wil see skank money somwhere ï½33 need
0,get drive dad airport fly vegas wsop wanna go vegas
0,say goodbye karenbrady agneslikaite two good intern elevate ever
0,hi blowmefool thank follow good luck friend ha
0,ps brian announce message title quotwhat flow youquot friend reply quotcheescakequot ha
0,yes today star war day may 4th
0,finish watch quotrole modelsquot hilarious debate whether go hmmm
0,certainly spre vail co rain snow not mother nature know mountain close ski season
0,igortizz hahahahaha u look really good ur picture
0,scarlettx3 omg forget lucky thing hope fun x
0,sanazypoo omg hahaha think joke twitter hahaha awesome good time
1,rec gametrying not crythe pain muchi need himcant lose lt3my heart breakingg
0,jordanknight please wish wife evelyn happy mother day tell hope wonderful day spoil today
0,chrisfullman would never thing thing awesomerer minute walk work
1,feel actual heartbreak levanah_gate last night x
0,ahhrjay useless tweet lol jk yay come tmr long u gnna phil
0,peternomad thank know
0,ethan2rock thank head ethan watch
1,eddyizm not like turtle
1,ewww print new badge thingie work n eww picture take many n ugly
1,sad say bye bye beautiful mountain
0,griffreview lol yea know almost do semester week yay
0,sarrahrae hahah know love hannah montana movie aweesome
0,shopping grandparent dinner bf woop
1,not leave voicemail 121908inlove
1,ok son bath go to see find quick quote go to miss weekend already gettin sad
1,chescaaaaaa yeaaaahh
1,go to fail test miserably history
0,grrrr can not even enjoy beautiful day finish damned essay philosophy
1,feel bad taylorshockley profile pic
0,kitty4peace fun twitpic purple hair
0,r_city tell brandon say hi
0,happy star war day
1,starve alyssas mom would bring subway
1,ask sing yet againaha coffee mornin time psychology past questionsamprevision suck
0,new week new legend make
0,tired want play random song gitwar drama essay
1,everytime still hold horrible horrible memory though
0,go gym early try get back shape husb get gift cert swim w dolphin bd need muscle
1,ltha no internet weekend
1,dan87 child miss not msne day
0,do disneyland kid knock stopped hotel bar grab grey goose amp tonic way uppeace
1,mssbxny artery tomorrow no hagen daz
0,joyee0720 thank pp
1,bus almost hour late crappy alarm clock leeuwarden
1,sometimes wish warden
0,phreshlyphade oh wow thank info
0,happy sunday beautiful day london meet chergo breakfast xx
0,enjoy week work back next week
0,watch movie rock baby kitty asleep sling hang neck cute
1,danecook sooo sad miss san diego
0,musicalchilly thank u lady
1,sookiebontemp ooc thank ughwhat bad bad day damn twitter
1,even though everyone want newish song teacher agree old grumpy not like we happy haha
0,promisetangeman beautiful bride go to love married life absolutely rock congrat
1,sad celeb story week
1,mulla8285 oh noooooo sorry suck hard
0,praxilla kid count day till saturday hope something remember life
1,sorta need somehow forget e3 la practically ethic exam selfimpose revision time
0,put tv canuck game score yaay come vancity baby know can not believe watch hockey either
1,roughnight
1,livin ur iznt nice miss mum
1,youtube not work
1,romantic novel cry end go bed tired
1,saytri lol exam not go mcast school finish form soo disappoint
1,zwriter missing qualifying think david reutimann lead
0,morning twitt head home great sleep w bf tennille
1,reveriebr suck hope find new job soon
0,devyra haha love hmm lol need good band
0,ang payat ko na yes hop go melbourne weight last year
1,blackout city never good
0,officially kindergarten cop
1,amandamallard not chaseton either please not die heart really sad
1,marisatangorra handwriting not everyone make fun sit myseld lrc
1,not wanna miss laker game tonight sad
1,no one want sit lunch guess ill bury head laptop continue antisocial
0,vernaewilliam lancedrummond two hilaaaaarious love vernae
0,subway go get subway love eat often new zealand
0,finally dinner nishiki sushi
0,everyboy give good
0,woot interview go awsome not get talk mr johnny think oh well still really good
1,rachellock22 ohh thursday exam day wednesday
1,asacavalli wish wit friend mine r well weekend ill work
1,kevholditch not good director say could go home say back work boo good last
1,idk can not shit
1,not really twitter mood today not know
0,commonsense4 thank appreciate know unsubscribe list grow tomorrow lol
0,bgt aw bless stomach sink first whimper good try carry nice simon take charge
0,omg see sun moon place disprove theory person
0,decorate mom room asleep mother day shell wake banner balloon woo
1,tahninial nothing make last time check jar curry sauce no pepper inside disappoint
0,goodbye sex city let hurry give mi cuz paper work lailashah summer bk
0,receive excellent birthday present party usual success
1,sky14kemea yea us max jenrolton poor trivun
1,helloaint tweetin day cuz switch thing da new place exhausted sick
1,field day gt classnot win
1,hojomo trouble find really yummy egg free icecream favoriteicecream get recommendation anyone
0,xlex glad happy
1,chloe drink away sorrow dreambear get
0,waitin dr dee lunch beautiful lady gym yeah need loose
1,hurt finger work
1,bigzflygerian sorry not impressed slight bc u not eat pussymore like sadden confuse
1,flu pass unto andywent shopping get fresh chicken chicken soupbut no dampd sit sad panda
0,good morning tweeter happy monday grab big cup coffee new week
0,ah wokke great could eat much ice cream never eat much ice cream life
0,utterhip well catch little piece share
1,jflutie u never send carrie ur asshole asshole miss
1,davidismyangel enough time get vip know not make least
1,julierubes will not game find late
1,give uppp hour tryin tlk mitchelmusso love minutesss lol
0,betscrr finally pic cya like hrs haha
0,happy mother day yummy mummy twitter
1,think cavs would crush magic come home north realize wrong
0,thank concern guy stitch later well whew
1,retrorewind wok nite shift tonite miss please dm promise will not tell anyone else
1,back home moment iï½m speak aunt telephone darius neighte backround miss little horse
0,neildavidson happen three week ago serial card fraudster loose
1,n_dubbs curse igloo dweller
1,redbaff popcorn fruitcake nowbut not chocolate
0,jinxie_g yup watch movie
0,nice_argie yes
1,mraeannon thank u know ill miss u ill take pic soon get need email txt something
0,littlefletcher see play amazing
0,coach say come along way fast alot people oh yeah man ohh sore
1,lose worknt happy right sloanster
1,ludwikc break can not c
0,chamber _ hahaaaha
0,summer
1,spgridview look pretty pretty sure code ugly
0,mega sunshine morning
1,joiskol room make sad
0,nobody ever mandagh make sad
0,instantmessage two favourite conversation guy
0,aarg look like go home vegas weekend much maker faire
1,see dead bird way workwhat kind day start poor little bird
0,hmm not know todaycause do schooland feel great
1,headache want go not think worth maybe not know
0,go littleskillet lunch today earth2andy still need hit atm
1,today sad day tucson shall miss sour cream apple pie fondue separate seating group dog
0,ahhhhh go away nkotb retrorewind yay fav song
0,timhahnproject heh move house pius pep rally cheer band
0,know late tcu nightly scan start oh well graduate today
1,say_stephanie pissed could not make instore hot topic rockaway mall see nicksantino haha no will not
0,blast babe thank joe lt3 love everyone tylerhappy birthday
1,nothing good tv
0,go bed happy mother day every mom
0,sip oj sun san pedro la soberana sunny smiley nita garlic tomato paste delicious yummy
1,frogworth hey great gig well exchange track via ze emayal lose loop right still write xx
1,alexxx gona miss today sad noooooooo
1,acmcwhale really good definitely not 12s many people getting burn alive
0,brunnaxo not worry safe sound lt3
0,saltyshutter cool bean yeah man no prob
0,happy theblackqueen even make laundry wonderful
1,kill sick n friday night
1,kujakupoet computer get screw hell virus finish wipe drive reinstall window xp want mac
0,finish bake cinnamon roll soooo yummy
0,sdelighte oh yay glad fun baby
0,redrobinrockn next one
1,home chocolate peanut butter stupid kid bus ruin yearbook
1,freesat coverage sky dish really really bad moment block place really annoying
0,strawberry margarita bake stuff shrimp
1,santojay assume will not able afford travel anymore get contract
1,round two vega vanilla chai flavor realize day leave
1,bored could not go akon
1,damnplans canceledanother friday night home
1,lanceschmidt yeah kinda bummed tell go to miss love class guy make student teaching fun
0,lopezwilfre yeah course
0,first night sleep new home
1,ugh back kill
1,oasis ribena tough decision everrr
1,can not sleep epp someone awake scar crap outta
0,happy star war day everyone may 4th
1,fuck can not feel like cry bit realy not want bother sooooooo much
1,opheliapunk wish not bummed kinda
0,bunnyrenee thank
1,miss tugger misto last night amazinglt3 close
1,feel not good
0,lizzs_lockeroom maybe start really like team live year city cup awesome
0,date vaahedh _ wellatleast last one
1,agoodeye soooo disapoointe could not make next time glad productive
0,pitcherpark want survivor
0,opalbonfante wonderful let know think not light read
1,girl friend also drop
0,good show sleepytime goodnight moon
1,really sorry becausei look forward think fun u want hear itiowe u beer
0,eww gross amp lady keep look weird ha ha another smile amp ask companyme army lol
1,support thing not like n intreste mom always refuse
1,jeff can not get visa time come visit sad news go lapa tonight samba night away
1,xmylifesastoryx rob get lucky game beat
0,ginjam adventure say least nice part norf london stick south today
0,esmeacullen awwwwwww totally rocki feel happy girl eva
0,time get ready work
0,wolfie_rankin yep buddy long time no talk thing see cat still like sink fang ankle lol
1,feel slightly well damn sure miss himhe go hard get mess donutscomfort
1,briarlaboheme oh dear terrible however moleskine notebook rule lot
1,lindseynhess agree great day window see
0,carljohnston
1,miss
1,alma773 want somebody hold alma tear tear
0,well not make dinner make dinner wet hair
1,hate young
0,perfect outside work
1,epmorgan know read bt can not sit outside coz gota answer phone
